airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
recXUiPBv1AYRBeEF,2023-05-15,,,,"<p>Essential</p>
<ul class=""liste"">
<li>Must be proficient in object-oriented software development – while a strong C++ background is highly</li>
<li>At least 5 years of experience</li>
<li>Classification : Internal desired, a talented Java developer willing to learn C++ is also given consideration.</li>
<li>Prior Python development experience is a plus</li>
<li>Develop custom C++ software code, debugs, troubleshoots, and resolves software and hardware compatibility and operability issues</li>
<li>Use data structures, software engineering, OOD, C++ programing techniques and algorithms to write, debug and test code</li>
<li>Ability to code in a LINUX/UNIX environment (Linux C++ toolchains)</li>
</ul>
<p>Preferred</p>
<ul class=""liste"">
<li>C++ programing</li>
<li>Multithreaded programming</li>
<li>Unit testing framework</li>
<li>Sockets API programming</li>
</ul>
",others,5,5,5,7,recKoFpqz4ovtmtB0,recXUiPBv1AYRBeEF,,,650,,,Mission closed by client,recKoFpqz4ovtmtB0,"algorithms,angularjs,derivative-trading,investment-banking,trading-systems,visual-c++",recKoFpqz4ovtmtB0,europe/united-kingdom,recXUiPBv1AYRBeEF,europe/united-kingdom/city-of-london,recKoFpqz4ovtmtB0,en,recXUiPBv1AYRBeEF,en
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recKrmyrHx7vHWzVJ,recwMSrftJ7BbX5mZ,,,12000,,,Sent to Client,recKrmyrHx7vHWzVJ,"quality-assurance,test-automation,test-automation-framework",,,recwMSrftJ7BbX5mZ,asia/india,recKrmyrHx7vHWzVJ,en,recwMSrftJ7BbX5mZ,"en,hi"
rec5Vy4oVduUs4WKq,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recKSRkXHdfrcLjfq,rec5Vy4oVduUs4WKq,,,3500,,,Sent to Client,recKSRkXHdfrcLjfq,"international-sales,retail,store-management,team-leadership",,,rec5Vy4oVduUs4WKq,europe/hungary/budapest,recKSRkXHdfrcLjfq,"en,hu",rec5Vy4oVduUs4WKq,"en,hu"
rec6N2U5wJf7t3ySH,2023-04-03,,40000,70000,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1,5,recKU3fjATPtWLhz2,rec6N2U5wJf7t3ySH,,,65000,70000,Masters in Environmental Engineering and Sustainable Energy,Rejected by CP,recKU3fjATPtWLhz2,"c-c++-stl,management,project-management,python,shell-scripting,solution-focused,sql-plus",recKU3fjATPtWLhz2,europe/spain,rec6N2U5wJf7t3ySH,europe/spain,recKU3fjATPtWLhz2,"de,en,es,fr",rec6N2U5wJf7t3ySH,"es,fr"
recKRL2QH6xEYq7sa,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,reckViWDejfz8j7km,recKRL2QH6xEYq7sa,2023-04-10,,65000,70000,Bachelor of Science in International Hospitality Management,Screened by CP,reckViWDejfz8j7km,"account-management,crm,hospitality,mac-os,marketing,microsoft-office,negotiation,presentations,retail,saas,sales,sales-management,team-building,team-leadership,team-management",reckViWDejfz8j7km,"europe,europe/switzerland,europe/united-kingdom",recKRL2QH6xEYq7sa,europe/germany,reckViWDejfz8j7km,"de,en,es,fr",recKRL2QH6xEYq7sa,"de,en"
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recKWMnSJa5yyg3Fz,recwMSrftJ7BbX5mZ,2023-04-24,,8700,10000,BE Electrical engineering,Rejected by CP,recKWMnSJa5yyg3Fz,"amazon-web-services-aws,microsoft-sql-server,mysql,python",,,recwMSrftJ7BbX5mZ,asia/india,recKWMnSJa5yyg3Fz,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
recOLEbIR0xzdb1kT,,,,,"<ul class=""liste"">
<li>Candidate currently working at Lazard or Perella</li>
</ul>
",merger-and-acquisition-analyst,,,,,reckwV2bXPwI6UKNS,recOLEbIR0xzdb1kT,,,,,"Master in management , finance entreprise ",Candidate not interested,reckwV2bXPwI6UKNS,finance,,,recOLEbIR0xzdb1kT,europe/france/paris,reckwV2bXPwI6UKNS,"en,fr",,
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,reckX7YOzWiDkusFA,recwMSrftJ7BbX5mZ,,,0,,,Sent to Client,reckX7YOzWiDkusFA,"java,software-testing-life-cycle,test-automation",,,recwMSrftJ7BbX5mZ,asia/india,reckX7YOzWiDkusFA,en,recwMSrftJ7BbX5mZ,"en,hi"
rec5Vy4oVduUs4WKq,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recKZx4LV5Us6Vxsg,rec5Vy4oVduUs4WKq,,,19000,,,Rejected by CP,recKZx4LV5Us6Vxsg,sales,,,rec5Vy4oVduUs4WKq,europe/hungary/budapest,recKZx4LV5Us6Vxsg,"en,hu",rec5Vy4oVduUs4WKq,"en,hu"
recavhovBsS2p3eZO,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recL0mPBEfLrb1BmN,recavhovBsS2p3eZO,,,,,Master Entrepreneurship and Business Administration,Candidate not interested,recL0mPBEfLrb1BmN,"account-management,driving-license,sales,salesforce.com",,,recavhovBsS2p3eZO,europe/romania,recL0mPBEfLrb1BmN,en,recavhovBsS2p3eZO,"en,ro"
rec9B1Iwayh8YU3pc,,,,,,merger-and-acquisition-analyst,,,,,recl25Ve7c58dRGL1,rec9B1Iwayh8YU3pc,,,,,Finance,Sourced,,,,,rec9B1Iwayh8YU3pc,europe/france/paris,recl25Ve7c58dRGL1,"en,es,fr",,
recOO9bDKaXhlAHdo,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recL4CerHrXfY3V6o,recOO9bDKaXhlAHdo,,,,,,Interview Process,recL4CerHrXfY3V6o,microsoft-office,,,recOO9bDKaXhlAHdo,europe/greece,recL4CerHrXfY3V6o,"el,en",recOO9bDKaXhlAHdo,"el,en"
rec11F8d7djUmcYvT,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recL4e14MkPQRzxfD,rec11F8d7djUmcYvT,,,,,Economy of Industry,Rejected by CP,recL4e14MkPQRzxfD,"business-development,driving-license,management,sales,sales-growth",,,rec11F8d7djUmcYvT,europe/bulgaria,recL4e14MkPQRzxfD,"bg,en,ru",rec11F8d7djUmcYvT,"bg,en"
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recl5hm2GhrVQZk8n,recwMSrftJ7BbX5mZ,2023-03-31,,20000,,B.tech,Candidate not interested,recl5hm2GhrVQZk8n,"java,node.js,python,scala,sql-plus",,,recwMSrftJ7BbX5mZ,asia/india,recl5hm2GhrVQZk8n,en,recwMSrftJ7BbX5mZ,"en,hi"
recaniL7Rb7phHsuO,2023-04-11,,45000,46000,"<ul class=""liste"">
<li>A strong experience as an Outbound Sales (minimum 3 years) and a first experience as a manager.</li>
<li>Like to thrive in challenging environments and have a problem-solver approach.</li>
<li>Have an interest in the restaurant business.</li>
<li>Excellent oral and written communication skills.</li>
<li>Have a strong ability to structure and implement processes.</li>
<li>Fluent in Lebanese and English.</li>
<li>(Bonus but not mandatory): Knowledge of French and/or Flemish</li>
<li>(Bonus but not mandatory): Proficient in the Hubspot CRM software or another CRM software</li>
<li>(Bonus but not mandatory): Experience in the hospitality and/or restaurant industry</li>
</ul>
",sales-director,3,3,3,10,recL7WvjQtp1FsBKo,recaniL7Rb7phHsuO,,,0,,,Sourced,recL7WvjQtp1FsBKo,"crm,sales",,,recaniL7Rb7phHsuO,europe/france/paris,recL7WvjQtp1FsBKo,"ar,en,fr",recaniL7Rb7phHsuO,ar
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recLbHjVQnXw6bGN4,recwMSrftJ7BbX5mZ,2023-03-01,,,9120,Engineering in Information Technology,Rejected by CP,,,,,recwMSrftJ7BbX5mZ,asia/india,recLbHjVQnXw6bGN4,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
rec2jbStt0bBp170k,2023-04-01,2023-06-01,35000,40000,"<p>-3+ years of experience as a Graphic Designer in either an in-house, agency or freelance setting<br>
-Ideally a BA or higher in Graphic Design and/or Visual Communication<br>
-English and French</p>
",graphic-designer,2,2,3,5,recLbqD7ENCmOoCcL,rec2jbStt0bBp170k,,,,,Digital Communication & Creation,Rejected by CP,recLbqD7ENCmOoCcL,"adobe-creative-suite,brand-development,content-management,figma,graphic-design",,,,,recLbqD7ENCmOoCcL,"en,fr,it",rec2jbStt0bBp170k,"en,fr"
recKmfrKT4uTpCS2x,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,reclDpB8UO7tXXfT7,recKmfrKT4uTpCS2x,,,,,Master of Business Administration,Rejected by client,reclDpB8UO7tXXfT7,"active-directory,business-development,management,sales",,,recKmfrKT4uTpCS2x,europe/poland,reclDpB8UO7tXXfT7,"en,fr,pl,ru",recKmfrKT4uTpCS2x,"en,pl"
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,reclGv7YlANsaOS8S,recMh3kDSANBvdJbu,,,7,,,Rejected by CP,reclGv7YlANsaOS8S,test-automation,reclGv7YlANsaOS8S,asia/india,recMh3kDSANBvdJbu,asia/india,reclGv7YlANsaOS8S,"en,hi",recMh3kDSANBvdJbu,"en,hi"
reclHFyhFZjXOSbEp,2023-04-01,2023-06-01,60000,80000,"<p>-Solved complex issues in a React Native app<br>
-Mobile web3 tech experience<br>
-Web3 experience on mobile as a user<br>
-Experience working in full remote / autonomy (he / she will be alone on his project at the beginning, we need someone really autonomous)<br>
-Deployed and maintained 1 or more apps on the stores for several years (we don't want someone who has made 40 MVPs but never pushed further)  <br>
-English and French<br>
-Centralien, Mines, Ponts, Telecom</p>
",lead-mobile-developer,3,3,3,10,recLh6iqp4srtbqcz,reclHFyhFZjXOSbEp,,,60000,80000,Electronics,Rejected by CP,recLh6iqp4srtbqcz,"ci-cd,firewalls,java,mobile-applications,mobile-technology,mobile-telephony,react,react-native",,,,,recLh6iqp4srtbqcz,en,reclHFyhFZjXOSbEp,"en,fr"
recTOLFUh69KqHf4t,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,recLInuyVTse1mcaX,recTOLFUh69KqHf4t,2023-05-01,,50000,,MSc Management ,Rejected by client,recLInuyVTse1mcaX,"hubspot,pack-office,sap",recLInuyVTse1mcaX,europe/france,recTOLFUh69KqHf4t,europe/france/paris,recLInuyVTse1mcaX,"en,fr,hi",recTOLFUh69KqHf4t,fr
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,reclL8zrcvylGsRED,recAtcVMDz425qUT3,,,80000,,,Rejected by client,reclL8zrcvylGsRED,"data-modeling,data-science,etl,insurance,python",,,,,reclL8zrcvylGsRED,en,recAtcVMDz425qUT3,en
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recLogU9c9hdrfank,recwMSrftJ7BbX5mZ,,,12000,15000,Software Engineering,Rejected by CP,recLogU9c9hdrfank,"amazon-ec2,amazon-s3,amazon-web-services-aws,apache-kafka,apis,athena,bash,cosmos-fea,dbt,emr,glue,gnu-c++,iam,java,kms,kubernetes,lambda-expressions,mongodb,mysql,nosql,postgresql,python,shell-scripting,snow,snowflake,sparql,sql-azure,tableau,vmware,windows-azure,wrds",recLogU9c9hdrfank,europe/cyprus,recwMSrftJ7BbX5mZ,asia/india,recLogU9c9hdrfank,"de,en",recwMSrftJ7BbX5mZ,"en,hi"
recavhovBsS2p3eZO,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recLqhIq9lGikkv9B,recavhovBsS2p3eZO,,,24000,25000,"Management, Marketing, Economics",Interview Process,recLqhIq9lGikkv9B,"direct-sales,driving-license,sales",,,recavhovBsS2p3eZO,europe/romania,recLqhIq9lGikkv9B,en,recavhovBsS2p3eZO,"en,ro"
rec6N2U5wJf7t3ySH,2023-04-03,,40000,70000,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1,5,recLtEeQdHkdjJFeZ,rec6N2U5wJf7t3ySH,,,60000,70000,Master’s Degree in environmental and Agricultural Sciences.,Rejected by CP,recLtEeQdHkdjJFeZ,"agriculture,data-driven-decision-making,digital-innovation",recLtEeQdHkdjJFeZ,europe/spain,rec6N2U5wJf7t3ySH,europe/spain,recLtEeQdHkdjJFeZ,"en,es,fr,pt",rec6N2U5wJf7t3ySH,"es,fr"
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,recLtw3qAflpgbBhF,recwMSrftJ7BbX5mZ,2023-04-03,,7000,9000,Bachelor Of Information Technology,Rejected by CP,recLtw3qAflpgbBhF,"css,html5,microsoft-sql-server,mysql,python,windows-azure",,,recwMSrftJ7BbX5mZ,asia/india,recLtw3qAflpgbBhF,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
rec5Vy4oVduUs4WKq,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,recLuimxVMpWUaU5C,rec5Vy4oVduUs4WKq,,,,,MBA FOR EUROPE,Rejected by CP,recLuimxVMpWUaU5C,"adobe-design-programs,map,matrixone,microsoft-excel,office-365,onenote,oracle,outlook,powerpoint,project-implementation,real-estate-development,sap,sap-sd,sharepoint,viewpoint",recLuimxVMpWUaU5C,europe,rec5Vy4oVduUs4WKq,europe/hungary/budapest,recLuimxVMpWUaU5C,"en,fr,hu",rec5Vy4oVduUs4WKq,"en,hu"
recusVqWSM8W4Os51,2023-05-21,,60000,90000,"<ul class=""liste"">
<li>
<p>think-cell accepts different profiles for the position of C++ developer, regardless of previous specialisation and years of experience.</p>
</li>
<li>
<p>For them, it is more important to assess programming skills rather than a good CV and previous projects.  As all their recruitment steps are task-based, the selection of candidates depends purely on test results.</p>
</li>
</ul>
",others,5,5,5,10,recLV2fWMBjUTqCBK,recusVqWSM8W4Os51,,,50000,,Elektrical and Electronics Engineering,Sent to Client,recLV2fWMBjUTqCBK,c-c++-stl,,,,,recLV2fWMBjUTqCBK,"en,tr",recusVqWSM8W4Os51,en
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,recLxtlLE49Wot1Dm,recMh3kDSANBvdJbu,,,,,,Rejected by CP,recLxtlLE49Wot1Dm,"java,unix",,,recMh3kDSANBvdJbu,asia/india,recLxtlLE49Wot1Dm,"en,hi,mr",recMh3kDSANBvdJbu,"en,hi"
