,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
307,recjPoomXV94B8IHE,rec0t420QAE6AgEAn,Screened by CP,-0.17,-0.3,0.8,0.9,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects cover all the job requirements. The candidate has all the language requirements for the job, but the location does not match."
308,recjQ5xUOxh75LMLR,recMh3kDSANBvdJbu,Rejected by CP,,-0.8319,0.8,0.5,0.7,0.0,0.0,"The candidate has 4 out of 8 hardskills required for the job, and the degree subject is not related to the job. The candidate's location is not the same as the job location, and the candidate does not speak the language required for the job."
309,recJRpiBbYPLeLtRd,recwMSrftJ7BbX5mZ,Sent to Client,,-0.168,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers half of the job requirement. The candidate has 7 out of 10 hardskills and degree subjects required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
310,recjxqm7Kyiw8OYEe,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.6,0.9,0.0,1.0,"The candidate has hardskills of apache, automation, java, manual-testing, mysql which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has hardskills and degree subjects which are related to the job position. The candidate's location is not matched with the job location. The candidate's languages of en, hi, mr are matched with the job languages of en, hi."
311,recJzwcX2yvzL9ajA,reclHFyhFZjXOSbEp,Rejected by CP,,-0.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
312,reckAXDtLiky1mPER,recKRL2QH6xEYq7sa,Offer sent,,,0.75,0.5,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required, and the degree subject covers some of the skills required. The candidate has the required language and location."
313,recKBINSoeEbDEUuz,recdN16e9aiTj0z3a,Sent to Client,,-0.5,0.8,0.5,0.7,0.0,1.0,"Candidate has sales hardskill which is related to the job position, and candidate can speak all the languages required by the job. However, candidate's degree subjects are not related to the job requirements, and candidate's location is not the same as the job location."
314,reckd3ttea3eqKXrq,recsld3DKqBhnW6rg,Mission closed by client,,-0.5,0.8,0.6,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers most of the job requirement. The candidate can speak the language required for the job, but the location does not match."
315,reckFTMC26bcGiehF,recAtcVMDz425qUT3,Rejected by CP,,-7.5,0.8,0.6,0.9,0.0,1.0,"The candidate has 4 out of 7 hardskills required, and the degree subject is related to the job. The candidate has all the language required, but the location is not matched."
316,reckG7X2C6FuiThnk,recGrGIFWaByaa5dg,Screened by CP,,-1.2,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the skills required for the job. The candidate has all the languages required for the job, but the location does not match with the job location."
317,recKHgMoZaXOwb7em,rec2jbStt0bBp170k,Rejected by CP,,,0.8,0.9,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject is Graphic Design which covers all the job requirement. The candidate can speak both English and French which is required for the job, but the candidate's location does not match with the job location."
318,reckhK8dLfb2wvZ02,recAczNwH7Yk3tM2z,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, but the degree subject is not related to the job requirement. The candidate's location is not matched with the job location, but the candidate can speak all the languages required by the job."
319,recKi2P9TQ94ozwFv,recGxlU3W94snVhuH,Rejected by CP,,-1.5,0.8,0.5,0.7,1.0,0.0,"The candidate has hardskills related to the job requirements, such as Adobe Professional, Microsoft Office, Photoshop, Silverstripe, and SPSS. The candidate's degree subject Science in Entrepreneurship covers some of the skills required in the job requirements. The candidate's location is worldwide, which matches the job location. However, the candidate only speaks English and Chinese, which does not match the job language requirement of nan."
320,reckiiZbXMM4l4Feh,recusVqWSM8W4Os51,Sent to Client,,-0.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 60% of the job requirement. The candidate has 9 out of 10 hardskills and degree subjects required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
321,recKkBLNVDXBYnILM,recETHEgTGsGxaBPv,Rejected by CP,,,0.5,0.2,0.3,0.0,1.0,"The candidate has a hardskill 'react' which is related to the job requirement, so the hardskill matching score is 0.5. The candidate has no degree subjects, so the degree subjects matching score is 0.2. The candidate has no experience with the job position, so the position matching score is 0.3. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is matched with the job language, so the language matching score is 1."
322,recKN6LVRYkhBeQV5,recGxlU3W94snVhuH,Rejected by client,,-1.0,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject is related to the job. The candidate's location matches the job location, but the candidate does not speak the language required for the job."
323,reckNBwNd2zkh9gCe,rec7MvbTywFTvWryg,Rejected by CP,,-4.496,0.8,0.6,0.9,1.0,1.0,The candidate has experience in React which is one of the required hardskills. The degree subject covers some of the required skills. The candidate has experience in the position and can work remotely or travel to the headquarters in Paris. The candidate can speak all the required languages.
324,recKNTlWynsVqZzLY,rec7MvbTywFTvWryg,Rejected by CP,,,0.8,0.9,0.7,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers all the skills required by the job. The candidate has 7 out of 10 hardskills required by the job position. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate can speak all the languages required by the job."
325,recKoFpqz4ovtmtB0,recXUiPBv1AYRBeEF,Mission closed by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 out of 7 hardskills required in the job description, and the degree subjects covers most of the skills required in the job description. The candidate's location is the same as the job location, and the candidate can speak the language required in the job description."
326,recKrmyrHx7vHWzVJ,recwMSrftJ7BbX5mZ,Sent to Client,,-0.368,0.8,0.5,0.7,0.0,1.0,"The candidate has 3 out of 4 hardskills required in the job description, and the degree subject is related to the job requirement. The candidate can speak all the languages required in the job description, but the location does not match."
327,recKSRkXHdfrcLjfq,rec5Vy4oVduUs4WKq,Sent to Client,,-2.05,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 hardskills which are related to the job requirements, and the candidate can speak both English and local language which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
328,recKU3fjATPtWLhz2,rec6N2U5wJf7t3ySH,Rejected by CP,,-2.5,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 6 out of 10 skills required for the job. The candidate's location is within 50 km of Cartagena and the candidate can speak all the languages required for the job."
329,reckViWDejfz8j7km,recKRL2QH6xEYq7sa,Screened by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required in the job description, and the degree subject covers 6 out of 10 skills required in the job description. The candidate has all the languages and locations required in the job description."
330,recKWMnSJa5yyg3Fz,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.038,0.75,0.5,0.75,1.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate can work in the job location and can speak the required language."
331,reckwV2bXPwI6UKNS,recOLEbIR0xzdb1kT,Candidate not interested,,,0.8,0.6,0.9,1.0,1.0,The candidate has a hardskill in finance which is related to the job position of merger-and-acquisition-analyst. The degree subjects of the candidate covers some of the skills required in the job position. The candidate can go to the job location of europe/france/paris. The candidate can speak both the required language of the job.
332,reckX7YOzWiDkusFA,recwMSrftJ7BbX5mZ,Sent to Client,,-0.832,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills in Java, software testing life cycle and test automation which are related to the job requirements. The candidate has degree in related field which covers some of the job requirements. The candidate has experience in the job position which is related to the job requirements. The candidate's location does not match with the job location. The candidate can speak the language required by the job."
333,recKZx4LV5Us6Vxsg,rec5Vy4oVduUs4WKq,Rejected by CP,,-0.5,0.8,0.6,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and Hungarian which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate is not located in the job location."
334,recL0mPBEfLrb1BmN,recavhovBsS2p3eZO,Candidate not interested,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match."
335,,rec9B1Iwayh8YU3pc,Sourced,,,0.8,0.6,0.9,1.0,1.0,"The candidate has hardskills related to the job requirements, and the degree subject covers most of the job requirements. The candidate can work in the job location and can speak all the required languages."
336,recL4CerHrXfY3V6o,recOO9bDKaXhlAHdo,Interview Process,,,0.8,0.6,0.9,1.0,1.0,"The candidate has a Bachelor or Master in business, and has knowledge of Entrepreneur. The candidate has a driving license and is willing to travel. The candidate has experience in consumer electronics or physical product sales. The candidate has hardskills in Microsoft Office. The candidate can speak both English and local language. The candidate's location is the same as the job location. Therefore, the candidate is a good fit for the job."
337,recL4e14MkPQRzxfD,rec11F8d7djUmcYvT,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 8 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate has all the languages required for the job, but the location does not match with the job location."
338,recl5hm2GhrVQZk8n,recwMSrftJ7BbX5mZ,Candidate not interested,,-1.168,0.8,0.6,0.9,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject is related to the job requirement. The candidate has all the language required for the job, but the location does not match with the job location."
339,recL7WvjQtp1FsBKo,recaniL7Rb7phHsuO,Sourced,,-4.5,0.8,0.5,0.7,0.0,1.0,"The candidate has strong experience in Outbound Sales and a first experience as a manager, which is related to the job position. The candidate has excellent oral and written communication skills, which is related to the job requirements. The candidate can speak all the languages required by the job. However, the candidate's location is not matched with the job location, and the degree subjects are not related to the job requirements."
340,,recwMSrftJ7BbX5mZ,Rejected by CP,,,0.8,0.6,0.7,0.0,1.0,"The candidate has experience in Java, C#, C++, Python and Node.js, which are all required for the job. The candidate's degree subject is Engineering in Information Technology, which covers some of the skills required for the job. The candidate's hard skills are related to the job position, but not all of them. The candidate's location does not match the job location. The candidate's language matches the job language."
341,recLbqD7ENCmOoCcL,rec2jbStt0bBp170k,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirement. The candidate can speak all the languages required for the job, but the location does not match."
342,reclDpB8UO7tXXfT7,recKmfrKT4uTpCS2x,Rejected by client,,,0.8,0.6,0.9,0.0,0.0,"The candidate has 4 out of 8 hardskills required for the job, and the degree subject is related to the job. The candidate's hardskills and degree subject are suitable for the job position. However, the candidate's location is not the same as the job location, and the candidate's language does not match the job language."
343,reclGv7YlANsaOS8S,recMh3kDSANBvdJbu,Rejected by CP,,-0.8313,0.8,0.5,0.7,1.0,1.0,The candidate has a hardskill in test automation which is related to the job requirement. The degree subject of the candidate is not related to the job requirement. The candidate has experience in software development and software quality assurance which is related to the job position. The candidate's location is the same as the job location. The candidate can speak both English and Hindi which is the same as the job language requirement.
344,recLh6iqp4srtbqcz,reclHFyhFZjXOSbEp,Rejected by CP,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject Electronics covers 50% of the job requirement. The candidate has 7 out of 10 hardskills and degree subject Electronics which is enough for the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
345,recLInuyVTse1mcaX,recTOLFUh69KqHf4t,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required, degree subjects covers some of the job requirement, candidate can work in the job location, and candidate can speak all the languages required."
346,reclL8zrcvylGsRED,recAtcVMDz425qUT3,Rejected by client,,-0.5,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 7 hardskills required, and the degree subject is related to the job. The candidate has all the language required, but the location is not matched."
347,recLogU9c9hdrfank,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.368,0.8,0.6,0.9,0.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 60% of the job requirement. The candidate has 90% of the skills required for the job position. However, the candidate's location does not match the job location, and the candidate does not speak the language required for the job."
348,recLqhIq9lGikkv9B,recavhovBsS2p3eZO,Interview Process,,-0.0,0.75,0.5,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subjects partially cover the job requirement. The candidate has all the language requirements for the job, but the location does not match."
349,recLtEeQdHkdjJFeZ,rec6N2U5wJf7t3ySH,Rejected by CP,,-2.0,0.8,0.6,0.9,1.0,1.0,"The candidate has experience in a start-up, tech position with responsabilities, agronomic and technical issues, greenhouse hydroponics, hardware and software development, and UX. The candidate has a Master’s Degree in environmental and Agricultural Sciences which covers the job requirements. The candidate can travel to the job location and can speak all the required languages."
350,recLtw3qAflpgbBhF,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.132,0.8,0.6,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, such as CSS, HTML5, Microsoft SQL Server, MySQL, Python, and Windows Azure. The candidate's degree subject is Bachelor of Information Technology, which covers some of the job requirements. The candidate's position matching score is 0.7, as the candidate has some of the required skills and degree subjects. The location matching score is 0, as the candidate's location is not the same as the job location. The language matching score is 1, as the candidate can speak both English and Hindi, which are the required languages for the job."
351,recLuimxVMpWUaU5C,rec5Vy4oVduUs4WKq,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject MBA for Europe covers most of the job requirements. The candidate has all the languages required for the job and the location is Europe which is the same as the job location."
352,recLV2fWMBjUTqCBK,recusVqWSM8W4Os51,Sent to Client,,-1.0,0.8,0.6,0.9,1.0,1.0,The candidate has C++ hardskills which is related to the job requirement. The degree subject of the candidate covers some of the skills required in the job. The candidate is capable of the job position. The candidate can go to the job location. The candidate can speak all the languages required in the job.
353,recLxtlLE49Wot1Dm,recMh3kDSANBvdJbu,Rejected by CP,,,0.5,0.8,0.7,0.0,1.0,The candidate has hardskills in java and unix which are related to the job requirements. The candidate has degree subjects in Computer Science which covers most of the job requirements. The candidate has experience in software development and software quality assurance which are related to the job position. The candidate's location is not matched with the job location. The candidate can speak all the languages required by the job.
354,reclYqHRd6WzXwQwR,rec7MvbTywFTvWryg,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has experience in Ruby, PostgreSQL, Heroku, Typescript, React native, React, which are all required for the job. The candidate has a degree in Computer Science, which covers most of the skills required for the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French, which are both required for the job."
355,recM6Yf4IMQnibFUb,rec25eM1zf8i9g7V4,Sent to Client,,,0.5,0.8,0.7,0.0,1.0,"The candidate has 3 hardskills related to the job, which is ethical-hacking, hacking, hardware-hacking. The candidate has a degree in Computer Science, which covers most of the job requirements. The candidate has a position matching score of 0.7, as the candidate has some of the hardskills and degree subjects related to the job. The candidate's location does not match the job location, so the location matching score is 0. The candidate's language matches the job language, so the language matching score is 1."
356,recMagcShiL1dKne5,recUwquxTAuaSpYwc,Rejected by CP,,-3.0,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects covers 60% of the job requirement. The candidate has all the required language and location for the job."
357,recMaX10auIu2nv8L,recZzXqsiS77tAAcS,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 years of experience in commercial or equivalent, has very good interpersonal skills and is comfortable speaking, has an interest in the energy world, is a trentenaire, has pack-office hardskills, has a degree in Finance général, can go to europe/france and can speak both English and French."
358,recmbgagdB1skURea,rec5Vy4oVduUs4WKq,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,The candidate has internet-savvy hardskill which is related to the job requirement. The degree subject of the candidate is Logistics and supply chain management which covers some of the job requirement. The candidate has the hardskill and degree subject which is suitable for the job position. The candidate can go to the job location and can speak the required language.
359,recMEAgphr6LuRnHT,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.382,0.8,0.6,0.7,0.0,1.0,"The candidate has automation hardskill which is related to the job requirement. The candidate has degree in related field which covers some of the job requirement. The candidate can speak the language required by the job. However, the candidate's location does not match with the job location."
360,recmFKjpqBFtYMo9P,rec7MvbTywFTvWryg,Rejected by CP,,-0.3,0.8,0.5,0.7,0.0,0.0,"The candidate has 4 out of 5 hardskills required by the job, which is 80% matched. The degree subject of the candidate is related to the job, but not cover all the skills required, so the score is 0.5. The candidate has 3 out of 5 hardskills required by the job, which is 60% matched. The candidate's location is not matched with the job location, so the score is 0. The candidate's language is not matched with the job language, so the score is 0."
361,recmg1dvSuKZoQklz,recMh3kDSANBvdJbu,Rejected by CP,,,0.75,0.5,0.8,0.0,1.0,"Candidate has hardskills java, mysql, selenium which are related to the job requirement. Candidate has degree subjects nan which are partially related to the job requirement. Candidate has hardskills and degree subjects which are related to the job position. Candidate's location nan is not matched with the job location asia/india. Candidate's language en,hi is matched with the job language en,hi."
362,recmiLujK3y3g0w7z,rec11F8d7djUmcYvT,Sent to Client,,-0.1,0.8,0.6,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and local language which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
363,recMIvnEHn7DFybec,rec25eM1zf8i9g7V4,Sent to Client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers most of the job requirement. The candidate's location matches the job location, but the candidate does not have the language required for the job."
364,,rec9B1Iwayh8YU3pc,Sourced,,,0.8,0.9,0.7,1.0,1.0,"Candidate has hardskills related to the job requirement, degree subjects covers the job requirement, candidate can go to the job location, and candidate can speak all the languages required by the job."
365,,recWril35NdQ1pyCs,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the required languages and is able to work in the job location."
366,,recMh3kDSANBvdJbu,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has strong knowledge of software QA methodologies, tools and processes, experience in writing clear, concise and comprehensive test plans and reports, hands-on experience with both white box, and black box, performance, security and exploratory testing, familiarity with session-based testing, heuristics and oracles, hands-on experience with automated testing tools such as Cypress or Selenium, solid knowledge of SQL and/or other scripting tools, programming knowledge in JavaScript, Python, Golang or NetCore, proven work experience in software development, proven work experience in software quality assurance, experience working in an Agile/ framework such as Kanban and Scrum. The candidate's degree subject is Computer Application which covers most of the job requirements. The candidate can go to the job location and can speak the required language. Therefore, the candidate is qualified for the job."
367,recmKZrpgx35vARTw,recCxmuaRimDj5fJh,Rejected by CP,,-0.5,0.75,0.5,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate has all the language required for the job, but the location does not match with the job location."
368,recmMNTrEjqtRoILy,recAtcVMDz425qUT3,Already In Client Pipeline,,-1.0,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers some of the skills required. The candidate can speak the required language, but the location does not match."
369,recMmwqsVt0Ycm7C6,rec7MvbTywFTvWryg,Rejected by CP,,-0.5,0.8,0.9,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers all the job requirement. The candidate can work remotely and speak both English and French, which are the required languages of the job."
370,recmNXRgzh9KnORVU,rec5Vy4oVduUs4WKq,Sent to Client,,-2.05,0.8,0.6,0.9,1.0,1.0,"The candidate has a Bachelor or Master in business, knowledge of Entrepreneur, passion for BTOB Sales, fluency in English and local language, driving license, willing to travel, be able to attend necessary meetings, and experienced in consumer electronics or physical product sales. The candidate's hardskills, degree subjects, and location are all matched with the job requirements. The candidate's language is also matched with the job language."
371,recmQXZg7J07ddVus,recA3Ye1PMACJlO1Z,Rejected by CP,-0.0,-0.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers most of the skills required. The candidate has all the language requirements for the job, but the location does not match."
372,recMSlRaaQYFxGKQR,recwMSrftJ7BbX5mZ,Rejected by CP,,,0.8,0.6,0.7,0.0,1.0,"Candidate has experience in .com, which is related to the job requirement. Candidate has degree in related field, which covers some of the job requirement. Candidate can speak all the required languages for the job, but the location does not match."
373,recMsvaBILoBJcLfU,recUMYC6no6ATWX6U,Candidate not interested,,-7.2,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject is related to the job. The candidate can speak all the languages required for the job, but the location is not matched."
374,recMswlUbDfRbCvF3,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.032,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills related to the job requirements, such as c-c++-stl, python, sql-azure. The degree subjects of the candidate is not related to the job requirements. The candidate has hardskills and degree subjects which are related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
375,recMTgthqfkjYo6jG,recA3Ye1PMACJlO1Z,Rejected by CP,-0.21,-5.5,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in 4 out of 5 required hardskills, and the degree subject covers most of the job requirement. The candidate has experience in the job position and can speak the required language, but the candidate's location does not match with the job location."
376,recmxI3n4Oa4fUSXY,rec5Vy4oVduUs4WKq,Candidate not interested,,,0.5,0.8,0.7,1.0,1.0,"The candidate has a Bachelor or Master in Business, which covers most of the job requirements. The candidate has experience in social media communications, which is related to the job position. The candidate can go to Europe, which is the job location. The candidate can speak English and Hungarian, which are the required languages for the job."
377,recmYSqMOUubD69Ip,rec0t420QAE6AgEAn,Rejected by CP,-0.18,-3.4963,0.8,0.6,0.9,0.0,1.0,"The candidate has .net, angularjs, jdeveloper, spring-framework hardskills which are related to the job position of full-stack-developer. The candidate has Diplôme national d'ingénierie et de technologies degree subjects which are related to the job position of full-stack-developer. The candidate can speak French which is the required language of the job. The candidate's location is not matched with the job location. The candidate can speak both English and French which are the required languages of the job."
378,recmYWOgByOy8fw4N,recA3Ye1PMACJlO1Z,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,Candidate has experience in Java which is related to the job requirement. Candidate's degree subject is not related to the job requirement. Candidate has experience in Java which is related to the job position. Candidate's location is not matched with the job location. Candidate can speak both English and French which is matched with the job language requirement.
379,recmZOfD6VcsYUfUu,recCxmuaRimDj5fJh,Mission closed by client,,-0.0,0.75,0.5,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language required for the job, but the location is not matched with the job."
380,recN76GuPUyJG4YyR,rec5Vy4oVduUs4WKq,Interview Process,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate is capable of the job position and can go to the job location. The candidate can speak all the languages required for the job."
381,,recwe9VS4h7Qfkzjd,Signed,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the required language skills and is able to work in the required location."
382,recndpB0am8wTkOM7,recJA0GigXHF9h4jF,Mission closed by client,,-2.0,0.8,0.6,0.9,0.0,1.0,"The candidate has strong knowledge of backend-end development, experience of GraphQL and PureScript, strong Typescript skills, blockchain fundamentals, knowledge about performance, distributed architectures, autoscaling, general clean code habits, along with an advanced CI/CD and DevOps understanding. The candidate has a degree in Computer Science which covers most of the job requirements. The candidate can speak both English and French which are required for the job. The candidate's location does not match with the job location."
383,,recMh3kDSANBvdJbu,Candidate not interested,,,0.8,0.9,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers all the job requirement. The candidate has 7 out of 10 hardskills and degree subjects required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language."
384,recng3aVu1p2Y1RDH,recavhovBsS2p3eZO,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 5 out of 8 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language requirements for the job, but the location does not match."
385,recnKWAxMivyWG8Hn,rec6N2U5wJf7t3ySH,Rejected by CP,,-3.0,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in a start-up, tech position with responsabilities, agronomic and technical issues, greenhouse hydroponics, hardware and software development, and UX. The candidate has a degree in IT Systems Engineering which covers most of the job requirements. The candidate has the hardskills required for the job position. The candidate can speak all the languages required for the job. However, the candidate's location does not match the job location."
386,recNme6suSkfGeIAx,recIYspADVlMVqb81,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 3d-modeling, crm, and pack-office hardskills which are related to the job position. The degree subject is related to the job requirement. The candidate can go to the job location. The candidate can speak all the languages required by the job."
387,recNoV0SwOdpxNdN7,recu8QJacyAODTIeX,Mission closed by client,,,0.8,0.5,0.7,1.0,1.0,"The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job position. The candidate can work in the job location and speaks the required language."
388,recnPKkgY1X9zjUIM,recOO9bDKaXhlAHdo,Interview Process,,-0.0,0.75,0.5,0.9,0.0,1.0,"The candidate has leadership, negotiation and sales hardskills which are related to the job position. The degree subjects of the candidate are not related to the job requirements. The candidate's hardskills and degree subjects are suitable for the job position. The candidate's location is not the same as the job location. The candidate's language is the same as the job language."
389,recnSDdh00GlCtnLC,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 6 out of 8 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language requirements for the job, but the location does not match."
390,recnsjNg75UM66iOv,recMh3kDSANBvdJbu,Rejected by CP,,,0.8,0.5,0.7,1.0,1.0,The candidate has core-java and selenium hardskills which are related to the job requirements. The degree subject nan is not related to the job requirements. The candidate has the same location as the job location. The candidate can speak both English and Hindi which are the required languages for the job.
391,recnsLNLL2HKtL1gd,rec25eM1zf8i9g7V4,Rejected by CP,,-0.018,0.8,0.9,0.7,1.0,1.0,The candidate has 6 hardskills which are related to the job requirements. The candidate has a degree in Computer Science and Engineering which covers all the job requirements. The candidate has a 70% match with the job position. The candidate can work in the same location as the job. The candidate can speak both the languages required for the job.
392,recNt2Y8MWNS0mvfP,reclHFyhFZjXOSbEp,Rejected by CP,,-1.0,0.8,0.5,0.7,1.0,1.0,"The candidate has hardskills of git, javascript, react, react-native, scrum, typescript which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has the hardskills and degree subjects which are related to the job position. The candidate can go to the job location. The candidate can speak the language required by the job."
393,recNuB4NqABjusUh8,reczkFBZXTtSjNX96,Rejected by CP,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 6 hardskills required in the job description, and 3 out of 5 degree subjects required in the job description. The candidate has all the language required in the job description. However, the candidate's location does not match with the job location."
394,,recXsP0cgPHypy429,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has 90% of the skills required for the job position. The candidate can go to the job location. The candidate does not have the language required for the job."
395,recNwBa0uGpVoEjxc,recavhovBsS2p3eZO,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 6 out of 8 hardskills required for the job, and the degree subject Mechanical is related to the job. The candidate has 3 out of 2 languages required for the job, but the candidate's location is not matched with the job location."
396,recnzEqU7d8g5BtAU,recObvBwoSTSuFEll,Screened by CP,,-0.5,0.8,0.5,0.7,1.0,1.0,"The candidate has auditing, energy, energy-audits, energy-efficiency, energy-management hardskills which are related to the job requirements. The degree subjects are not related to the job requirements. The candidate has the ability to do the job position. The candidate can go to the job location. The candidate can speak the language required by the job."
