,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
473,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,recS9JphtPHsNhZ0h,recA3Ye1PMACJlO1Z,,,3000.0,5000.0,Computer Science,Rejected by CP,recS9JphtPHsNhZ0h,"html,saas",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",recS9JphtPHsNhZ0h,"en,pa,ur",recA3Ye1PMACJlO1Z,en,,-6.2,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has two hardskills which are related to the job requirements, but not all of them. The candidate has a degree in Computer Science which covers most of the job requirements. The candidate's location does not match with the job location. The candidate can speak all the languages required for the job.""
    }"
474,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recSe6Wsoi3VNxMLE,rec7MvbTywFTvWryg,,,52000.0,60000.0,Bachelor in Computer Sciences,Rejected by CP,recSe6Wsoi3VNxMLE,"bootstrap,cisco-technologies,codeigniter,communication,css,databases,git,github,heroku,hip-hop-dance,html,javascript,jquery-mobile,leadership,linux,mentoring,mysql,node.js,php,postgresql,python,react,rspec,ruby,ruby-on-rails,web-development",recSe6Wsoi3VNxMLE,europe,rec7MvbTywFTvWryg,europe/france/paris,recSe6Wsoi3VNxMLE,"en,fr",rec7MvbTywFTvWryg,fr,,-0.7,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers 6 out of 10 skills required by the job. The candidate has all the hardskills and degree subjects required for the job position. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French, which are the required languages for the job.""
    }"
475,recObvBwoSTSuFEll,,,37000.0,50000.0,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3.0,5.0,recsFn5KR41xLWEoS,recObvBwoSTSuFEll,2023-04-01,2023-04-30,45000.0,, Énergies renouvelables et efficacité énergétique,Rejected by client,recsFn5KR41xLWEoS,"linux,matlab,python,ubuntu,vba",recsFn5KR41xLWEoS,europe,recObvBwoSTSuFEll,europe/france/paris,recsFn5KR41xLWEoS,"en,es,fr",recObvBwoSTSuFEll,fr,,-0.8,"
    Example Output:
    {
    ""Hardskill_Matching_Score"": 0.8,
    ""Degree_Subjects_Matching_Score"": 0.6,
    ""Position_Matching_Score"": 0.9,
    ""Location_Matching_Score"": 1,
    ""Language_Matching_Score"": 1,
    ""Reason"": ""The candidate has 4 out of 5 hardskills required, and the degree subject is related to the job requirement. The candidate can work in the job location and speak the required language.""
    }"
476,recdN16e9aiTj0z3a,,,30000.0,42000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,recsJOw6NHxs0j0iu,recdN16e9aiTj0z3a,,,,,Industrial Relations & Economics,Rejected by CP,recsJOw6NHxs0j0iu,"business-development,human-resources,sales,training",,,recdN16e9aiTj0z3a,europe/spain/madrid,recsJOw6NHxs0j0iu,"en,es,ru",recdN16e9aiTj0z3a,"en,es",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can work remotely and can speak both English and Spanish, which are the required languages for the job.""
    }"
477,rec9B1Iwayh8YU3pc,,,,,,merger-and-acquisition-analyst,,,,,recsKESQdmnTc5hAW,rec9B1Iwayh8YU3pc,2024-01-01,2024-06-01,,,Finance,Sourced,,,,,rec9B1Iwayh8YU3pc,europe/france/paris,recsKESQdmnTc5hAW,"en,fr",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject of the candidate covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate can go to the job location and can speak all the languages required for the job.""
    }"
478,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,recSL7MvZ2FBEyjAK,recMh3kDSANBvdJbu,,,,,,Sent to Client,recSL7MvZ2FBEyjAK,"apis,manual-testing",recSL7MvZ2FBEyjAK,asia/india,recMh3kDSANBvdJbu,asia/india,recSL7MvZ2FBEyjAK,"en,hi",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has two hardskills which are related to the job requirements, and the candidate's degree subject is related to the job requirements. The candidate's location is the same as the job location, and the candidate can speak all the languages required by the job.""
    }"
479,recKRL2QH6xEYq7sa,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,recSmAwb0jpjTrgPB,recKRL2QH6xEYq7sa,2023-04-17,,62000.0,65000.0,Bachelor of Economics & Business Management,Screened by CP,recSmAwb0jpjTrgPB,"data-analysis,lead-generation,sales,strategic-negotiations",,,recKRL2QH6xEYq7sa,europe/germany,recSmAwb0jpjTrgPB,"ar,de,en,fr",recKRL2QH6xEYq7sa,"de,en",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job, but the location does not match.""
    }"
480,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recsnde0DhCyryjxb,rec7MvbTywFTvWryg,2023-04-03,,35000.0,,Web Developer,Rejected by client,recsnde0DhCyryjxb,ruby,recsnde0DhCyryjxb,europe/france,rec7MvbTywFTvWryg,europe/france/paris,recsnde0DhCyryjxb,"en,fr",rec7MvbTywFTvWryg,fr,,-1.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has Ruby hardskill which is required by the job. The candidate's degree subject is Web Developer which covers some of the skills required by the job. The candidate's location is Europe/France which is the same as the job location. The candidate can speak both English and French which are the required languages of the job.""
    }"
481,recavhovBsS2p3eZO,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,recSOlBDWKqgSZNUZ,recavhovBsS2p3eZO,,,20000.0,,,Rejected by CP,recSOlBDWKqgSZNUZ,sales,,,recavhovBsS2p3eZO,europe/romania,recSOlBDWKqgSZNUZ,"en,ro",recavhovBsS2p3eZO,"en,ro",,-0.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and local language which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location.""
    }"
482,recAtcVMDz425qUT3,2023-05-15,,75000.0,85000.0,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4.0,4.0,5.0,9.0,recSpm2EvAmMNBGCu,recAtcVMDz425qUT3,,,1000.0,,,Rejected by CP,recSpm2EvAmMNBGCu,react,,,,,recSpm2EvAmMNBGCu,"en,fr",recAtcVMDz425qUT3,en,,-7.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience with React, which is related to the job requirement. The candidate has a BSc in Computer Science, which covers some of the skills required in the job. The candidate can speak both English and French, which are the required languages for the job. However, the candidate is not located in England, Wales or Scotland, which is the required location for the job.""
    }"
483,recLaxiCREBzTpmDO,2023-05-08,,36000.0,45000.0,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0.0,0.0,2.0,5.0,recsrnzT1woU2dUUN,recLaxiCREBzTpmDO,,,43000.0,,Information & Communication,Rejected by client,recsrnzT1woU2dUUN,"aperture,google-apps,microsoft-office,sap",,,recLaxiCREBzTpmDO,europe/france/paris,recsrnzT1woU2dUUN,"en,es,fr",recLaxiCREBzTpmDO,"en,fr",,-0.7,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 hardskills which are related to the job requirements, and the degree subject covers some of the job requirements. The candidate can work in the job location and can speak all the required languages.""
    }"
484,recKmfrKT4uTpCS2x,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,recSsG0M6XhPLSJlb,recKmfrKT4uTpCS2x,,,,,Economy,Rejected by client,recSsG0M6XhPLSJlb,"business-development,marketing,sales,sales-management",,,recKmfrKT4uTpCS2x,europe/poland,recSsG0M6XhPLSJlb,"en,pl",recKmfrKT4uTpCS2x,"en,pl",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required for the job, and the degree subject is related to the job. The candidate can speak both English and local language, but the location is not matched with the job.""
    }"
485,recWril35NdQ1pyCs,,,,,,key-account-manager,,,,,recssV0BzxG1zo3Ds,recWril35NdQ1pyCs,,,45000.0,,,Rejected by client,,,,,recWril35NdQ1pyCs,europe/france/paris,recssV0BzxG1zo3Ds,"en,fr,zh",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the required language skills and is able to work in the required location.""
    }"
486,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recSUs9u1rfoumuTt,rec7MvbTywFTvWryg,,,43000.0,,,Interview Process,recSUs9u1rfoumuTt,"java,postgresql,python,react,react-native,ruby,ruby-on-rails,typescript",recSUs9u1rfoumuTt,europe/france,rec7MvbTywFTvWryg,europe/france/paris,recSUs9u1rfoumuTt,"en,fr",rec7MvbTywFTvWryg,fr,,-0.2,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers some of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is native French. The candidate can speak both English and French which are required by the job.""
    }"
487,recwe9VS4h7Qfkzjd,,,,,,customer-support,,,,,recsUWTWjEvEiVgFZ,recwe9VS4h7Qfkzjd,,,,,,Rejected by client,,,,,recwe9VS4h7Qfkzjd,europe/france/paris,recsUWTWjEvEiVgFZ,"en,fr,zh",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has all the required language skills and is able to work in the required location.""
    }"
488,recMh3kDSANBvdJbu,,,8320.0,12480.0,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1.0,2.0,recsvLioejEIsy5NJ,recMh3kDSANBvdJbu,2023-03-01,,,,Computer Science,Rejected by CP,,,,,recMh3kDSANBvdJbu,asia/india,recsvLioejEIsy5NJ,"en,hi,mr",recMh3kDSANBvdJbu,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers all the job requirement. The candidate has 7 out of 10 hardskills and degree subjects required for the job position. The candidate's location does not match the job location. The candidate's language matches the job language.""
    }"
489,rec6N2U5wJf7t3ySH,2023-04-03,,40000.0,70000.0,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1.0,5.0,recSXla4dHT01ERWk,rec6N2U5wJf7t3ySH,,,75000.0,,,Rejected by CP,recSXla4dHT01ERWk,hydraulics,,,rec6N2U5wJf7t3ySH,europe/spain,recSXla4dHT01ERWk,"ca,en,es,fr",rec6N2U5wJf7t3ySH,"es,fr",,-3.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience in hydraulics which is related to the job requirement. The degree subject nan is not related to the job requirement. The candidate has experience in hydraulics and knowledge of UX which is related to the job position. The candidate's location is not within 50 km of Cartagena, but the job requirement allows remote work. The candidate can speak all the languages required by the job.""
    }"
490,rec7MvbTywFTvWryg,,,45000.0,60000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,recsYru1J58e1m5v4,rec7MvbTywFTvWryg,2023-04-04,,37000.0,,DUT informatique / Bachelor Developpement Full Stack and DevOps,Rejected by CP,recsYru1J58e1m5v4,"angularjs,django,heroku,java,javascript,mongodb,mysql,node.js,php,postgresql,python,react,react-native,symfony,typescript",,,rec7MvbTywFTvWryg,europe/france/paris,recsYru1J58e1m5v4,fr,rec7MvbTywFTvWryg,fr,,-0.8,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subjects covers all the job requirement. The candidate can work remotely and speaks the required language. Therefore, the position matching score is 0.9.""
    }"
491,rec2Xnb1aA6Evh8id,,,60000.0,75000.0,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li><strong>5 to 10 years of experience as a Full Stack  developer</strong></li>
<li>Previous experience in**a scale-up (at least 2 years) **<br>
Stack to master:<br>
**Ruby **and/or **Django (at least 2 years old) **<br>
** **</li>
<li><strong>Back :  Ruby, PostgreSQL, Heroku</strong></li>
<li><strong>Front : Typescript , React native, React</strong><br>
** **</li>
<li>Proximity to Paris but not mandatory</li>
<li>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</li>
<li>The candidate must be **French native/or professional level **</li>
</ul>
",full-stack-developer,,,,,rect2Z7kztBE0uRvi,rec2Xnb1aA6Evh8id,,,,,,Rejected by CP,,,,,rec2Xnb1aA6Evh8id,europe/france/paris,rect2Z7kztBE0uRvi,"en,fr",rec2Xnb1aA6Evh8id,fr,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 5 to 10 years of experience as a Full Stack developer, and has experience in a scale-up (at least 2 years). The candidate has mastered Ruby and/or Django (at least 2 years old). The candidate has experience in Back: Ruby, PostgreSQL, Heroku and Front: Typescript, React native, React. The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team. The candidate is French native/or professional level. The candidate's hardskills and degree subjects are related to the job requirements. The candidate's location is the same as the job location. The candidate can speak both English and French, which are the required languages of the job.""
    }"
492,recTOLFUh69KqHf4t,,,,,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",business-development,,,,,recTAi7S8y2uZkIgy,recTOLFUh69KqHf4t,,,55000.0,,,Rejected by client,recTAi7S8y2uZkIgy,"erp,microsoft-office",recTAi7S8y2uZkIgy,europe/france,recTOLFUh69KqHf4t,europe/france/paris,recTAi7S8y2uZkIgy,"en,fr,zh",recTOLFUh69KqHf4t,fr,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has ERP and Microsoft Office hardskills which are related to the job requirement. The candidate's degree subjects are not related to the job requirement. The candidate has the hardskills and degree subjects which are related to the job position. The candidate's location is Europe/France which is the same as the job location. The candidate can speak English, French and Chinese which are the same as the job language requirement.""
    }"
